backend,interface,evidence_type,dtype,input_dim,output_dim,macs,runs,correctness_pass,latency_ms_mean,latency_ms_p50,latency_ms_p95,latency_source,synthetic_weight,claim_boundary,note
onnxruntime_matmulinteger_micrograph,CPUExecutionProvider,measured,int8_inputs_int32_output,16,4,64,1000,True,0.013012,0.011,0.0173,ORT session.run MatMulInteger wall time on Windows Pocket4 board-host environment,True,Measured ORT MatMulInteger micrograph baseline only; not full Gemma ONNX Runtime profiling.,"Same deterministic activation and weight values as FPGA primitive, using ONNX MatMulInteger. Windows board-host baseline from logs/remote_board_eval/logs/ort_integer_baseline_board_env/ort_matmulinteger_summary.json."
