phase,context_length,decode_steps,category,profile_count,call_count,total_us,mean_us,matmul_total_us,matmul_share_pct,phase_node_total_us,phase_node_share_pct,matched_node_count,profile_name_only_count
decode,1024,2,mlp_projection,3,468,460064.0,983.042735042735,723718.0,63.56951188169978,918865.0,50.068726091428005,468,0
decode,1024,2,lm_head,3,6,198307.0,33051.166666666664,723718.0,27.401142433931447,918865.0,21.58173398703836,6,0
decode,1024,2,attention_qkv_projection,3,468,39376.0,84.13675213675214,723718.0,5.440793237144854,918865.0,4.285286739618986,468,0
decode,1024,2,attention_output_projection,3,156,21541.0,138.08333333333334,723718.0,2.9764355729717926,918865.0,2.3443052026140947,156,0
decode,1024,2,attention_v_weighted_sum,3,156,4358.0,27.935897435897434,723718.0,0.6021682478534457,918865.0,0.47428077029813953,156,0
decode,1024,2,unknown,3,12,72.0,6.0,723718.0,0.009948626398680148,918865.0,0.007835753892029841,12,0
decode,1024,2,attention_qk_score,3,0,0.0,0.0,723718.0,0.0,918865.0,0.0,0,0
decode,1024,4,mlp_projection,3,936,885500.0,946.0470085470085,1407359.0,62.919269354869655,1747550.0,50.67093931504105,936,0
decode,1024,4,lm_head,3,12,395180.0,32931.666666666664,1407359.0,28.07954473592026,1747550.0,22.61337300792538,12,0
decode,1024,4,attention_qkv_projection,3,936,73388.0,78.40598290598291,1407359.0,5.214589880762477,1747550.0,4.199479270979372,936,0
decode,1024,4,attention_output_projection,3,312,43154.0,138.31410256410257,1407359.0,3.066310728108464,1747550.0,2.469400017166891,312,0
decode,1024,4,attention_v_weighted_sum,3,312,9987.0,32.00961538461539,1407359.0,0.7096270390142103,1747550.0,0.5714857943978713,312,0
decode,1024,4,unknown,3,24,150.0,6.25,1407359.0,0.01065826132493557,1747550.0,0.008583445394981546,24,0
decode,1024,4,attention_qk_score,3,0,0.0,0.0,1407359.0,0.0,1747550.0,0.0,0,0
decode,1024,8,mlp_projection,3,1872,1801104.0,962.1282051282051,2860909.0,62.95565500335732,3483280.0,51.70712661629268,1872,0
decode,1024,8,lm_head,3,24,806086.0,33586.916666666664,2860909.0,28.17586997698983,3483280.0,23.14157920121265,24,0
decode,1024,8,attention_qkv_projection,3,1872,146183.0,78.0892094017094,2860909.0,5.109669688899577,3483280.0,4.196705404101881,1872,0
decode,1024,8,attention_output_projection,3,624,88853.0,142.3926282051282,2860909.0,3.1057611409520542,3483280.0,2.5508428837187935,624,0
decode,1024,8,attention_v_weighted_sum,3,624,18366.0,29.432692307692307,2860909.0,0.641963795423063,3483280.0,0.5272616614225673,624,0
decode,1024,8,unknown,3,48,317.0,6.604166666666667,2860909.0,0.01108039437815044,3483280.0,0.009100617808502331,48,0
decode,1024,8,attention_qk_score,3,0,0.0,0.0,2860909.0,0.0,3483280.0,0.0,0,0
prefill,2048,0,mlp_projection,3,234,4324878.0,18482.384615384617,8150092.0,53.06538870972254,16792180.0,25.755309912113855,234,0
prefill,2048,0,lm_head,3,3,2605331.0,868443.6666666666,8150092.0,31.96689068049784,16792180.0,15.515144549427173,3,0
prefill,2048,0,attention_v_weighted_sum,3,78,615181.0,7886.9358974358975,8150092.0,7.548147922747376,16792180.0,3.6634969372648456,78,0
prefill,2048,0,attention_qkv_projection,3,234,317965.0,1358.8247863247864,8150092.0,3.901367002973709,16792180.0,1.8935302027491367,234,0
prefill,2048,0,attention_output_projection,3,78,286578.0,3674.076923076923,8150092.0,3.5162547858355464,16792180.0,1.706615817600812,78,0
prefill,2048,0,unknown,3,6,159.0,26.5,8150092.0,0.0019508982229893845,16792180.0,0.0009468693165509183,6,0
prefill,2048,0,attention_qk_score,3,0,0.0,0.0,8150092.0,0.0,16792180.0,0.0,0,0
decode,2048,1,mlp_projection,3,234,268654.0,1148.094017094017,410244.0,65.48639346340227,592856.0,45.31521988476122,234,0
