phase,context_length,decode_steps,category,node_name,graph_node_name,profile_node_name,graph_node_index,match_method,provider,call_count,total_us,mean_us,matmul_share_pct,example_input_type_shape,example_output_type_shape
prefill,128,0,lm_head,/lm_head/MatMul,/lm_head/MatMul,/lm_head/MatMul,7836,node_name,CPUExecutionProvider,3,162748.0,54249.333333333336,28.946666334657813,"[{""float"":[1,128,1152]}]","[{""float"":[1,128,262144]}]"
prefill,128,0,mlp_projection,/model/layers.4/mlp/up_proj/MatMul,/model/layers.4/mlp/up_proj/MatMul,/model/layers.4/mlp/up_proj/MatMul,1632,node_name,CPUExecutionProvider,3,9762.0,3254.0,1.736287737845808,"[{""float"":[1,128,1152]}]","[{""float"":[1,128,6912]}]"
prefill,128,0,mlp_projection,/model/layers.2/mlp/gate_proj/MatMul,/model/layers.2/mlp/gate_proj/MatMul,/model/layers.2/mlp/gate_proj/MatMul,1030,node_name,CPUExecutionProvider,3,7152.0,2384.0,1.2720682135907826,"[{""float"":[1,128,1152]}]","[{""float"":[1,128,6912]}]"
prefill,128,0,mlp_projection,/model/layers.3/mlp/gate_proj/MatMul,/model/layers.3/mlp/gate_proj/MatMul,/model/layers.3/mlp/gate_proj/MatMul,1324,node_name,CPUExecutionProvider,3,7146.0,2382.0,1.271001042270656,"[{""float"":[1,128,1152]}]","[{""float"":[1,128,6912]}]"
prefill,128,0,mlp_projection,/model/layers.16/mlp/down_proj/MatMul,/model/layers.16/mlp/down_proj/MatMul,/model/layers.16/mlp/down_proj/MatMul,5166,node_name,CPUExecutionProvider,3,6968.0,2322.6666666666665,1.2393416264402366,"[{""float"":[1,128,6912]}]","[{""float"":[1,128,1152]}]"
prefill,128,0,mlp_projection,/model/layers.0/mlp/up_proj/MatMul,/model/layers.0/mlp/up_proj/MatMul,/model/layers.0/mlp/up_proj/MatMul,456,node_name,CPUExecutionProvider,3,6802.0,2267.3333333333335,1.2098165532500702,"[{""float"":[1,128,1152]}]","[{""float"":[1,128,6912]}]"
prefill,128,0,mlp_projection,/model/layers.0/mlp/down_proj/MatMul,/model/layers.0/mlp/down_proj/MatMul,/model/layers.0/mlp/down_proj/MatMul,458,node_name,CPUExecutionProvider,3,6475.0,2158.3333333333335,1.1516557163031762,"[{""float"":[1,128,6912]}]","[{""float"":[1,128,1152]}]"
prefill,128,0,mlp_projection,/model/layers.17/mlp/down_proj/MatMul,/model/layers.17/mlp/down_proj/MatMul,/model/layers.17/mlp/down_proj/MatMul,5460,node_name,CPUExecutionProvider,3,6139.0,2046.3333333333333,1.0918941223760925,"[{""float"":[1,128,6912]}]","[{""float"":[1,128,1152]}]"
prefill,128,0,mlp_projection,/model/layers.15/mlp/gate_proj/MatMul,/model/layers.15/mlp/gate_proj/MatMul,/model/layers.15/mlp/gate_proj/MatMul,4856,node_name,CPUExecutionProvider,3,5659.0,1886.3333333333333,1.006520416765973,"[{""float"":[1,128,1152]}]","[{""float"":[1,128,6912]}]"
prefill,128,0,mlp_projection,/model/layers.10/mlp/down_proj/MatMul,/model/layers.10/mlp/down_proj/MatMul,/model/layers.10/mlp/down_proj/MatMul,3402,node_name,CPUExecutionProvider,3,5550.0,1850.0,0.9871334711170082,"[{""float"":[1,128,6912]}]","[{""float"":[1,128,1152]}]"
prefill,128,0,mlp_projection,/model/layers.9/mlp/up_proj/MatMul,/model/layers.9/mlp/up_proj/MatMul,/model/layers.9/mlp/up_proj/MatMul,3106,node_name,CPUExecutionProvider,3,5396.0,1798.6666666666667,0.9597427405670949,"[{""float"":[1,128,1152]}]","[{""float"":[1,128,6912]}]"
prefill,128,0,mlp_projection,/model/layers.13/mlp/up_proj/MatMul,/model/layers.13/mlp/up_proj/MatMul,/model/layers.13/mlp/up_proj/MatMul,4282,node_name,CPUExecutionProvider,3,5307.0,1769.0,0.9439130326518852,"[{""float"":[1,128,1152]}]","[{""float"":[1,128,6912]}]"
prefill,128,0,mlp_projection,/model/layers.24/mlp/up_proj/MatMul,/model/layers.24/mlp/up_proj/MatMul,/model/layers.24/mlp/up_proj/MatMul,7516,node_name,CPUExecutionProvider,3,5208.0,1736.0,0.9263047058697981,"[{""float"":[1,128,1152]}]","[{""float"":[1,128,6912]}]"
prefill,128,0,mlp_projection,/model/layers.14/mlp/up_proj/MatMul,/model/layers.14/mlp/up_proj/MatMul,/model/layers.14/mlp/up_proj/MatMul,4576,node_name,CPUExecutionProvider,3,5026.0,1675.3333333333333,0.8939338424926276,"[{""float"":[1,128,1152]}]","[{""float"":[1,128,6912]}]"
prefill,128,0,mlp_projection,/model/layers.3/mlp/down_proj/MatMul,/model/layers.3/mlp/down_proj/MatMul,/model/layers.3/mlp/down_proj/MatMul,1340,node_name,CPUExecutionProvider,3,4922.0,1640.6666666666667,0.8754362062771017,"[{""float"":[1,128,6912]}]","[{""float"":[1,128,1152]}]"
prefill,128,0,mlp_projection,/model/layers.0/mlp/gate_proj/MatMul,/model/layers.0/mlp/gate_proj/MatMul,/model/layers.0/mlp/gate_proj/MatMul,442,node_name,CPUExecutionProvider,3,4681.0,1560.3333333333333,0.8325714915853542,"[{""float"":[1,128,1152]}]","[{""float"":[1,128,6912]}]"
prefill,128,0,mlp_projection,/model/layers.3/mlp/up_proj/MatMul,/model/layers.3/mlp/up_proj/MatMul,/model/layers.3/mlp/up_proj/MatMul,1338,node_name,CPUExecutionProvider,3,4431.0,1477.0,0.7881060199134168,"[{""float"":[1,128,1152]}]","[{""float"":[1,128,6912]}]"
prefill,128,0,mlp_projection,/model/layers.1/mlp/up_proj/MatMul,/model/layers.1/mlp/up_proj/MatMul,/model/layers.1/mlp/up_proj/MatMul,750,node_name,CPUExecutionProvider,3,4296.0,1432.0,0.7640946652105707,"[{""float"":[1,128,1152]}]","[{""float"":[1,128,6912]}]"
prefill,128,0,mlp_projection,/model/layers.6/mlp/up_proj/MatMul,/model/layers.6/mlp/up_proj/MatMul,/model/layers.6/mlp/up_proj/MatMul,2224,node_name,CPUExecutionProvider,3,4290.0,1430.0,0.7630274938904442,"[{""float"":[1,128,1152]}]","[{""float"":[1,128,6912]}]"
prefill,128,0,mlp_projection,/model/layers.2/mlp/up_proj/MatMul,/model/layers.2/mlp/up_proj/MatMul,/model/layers.2/mlp/up_proj/MatMul,1044,node_name,CPUExecutionProvider,3,4273.0,1424.3333333333333,0.7600038418167525,"[{""float"":[1,128,1152]}]","[{""float"":[1,128,6912]}]"
prefill,128,0,mlp_projection,/model/layers.1/mlp/gate_proj/MatMul,/model/layers.1/mlp/gate_proj/MatMul,/model/layers.1/mlp/gate_proj/MatMul,736,node_name,CPUExecutionProvider,3,4238.0,1412.6666666666667,0.7537786757826812,"[{""float"":[1,128,1152]}]","[{""float"":[1,128,6912]}]"
prefill,128,0,mlp_projection,/model/layers.6/mlp/gate_proj/MatMul,/model/layers.6/mlp/gate_proj/MatMul,/model/layers.6/mlp/gate_proj/MatMul,2210,node_name,CPUExecutionProvider,3,4220.0,1406.6666666666667,0.7505771618223017,"[{""float"":[1,128,1152]}]","[{""float"":[1,128,6912]}]"
prefill,128,0,mlp_projection,/model/layers.4/mlp/gate_proj/MatMul,/model/layers.4/mlp/gate_proj/MatMul,/model/layers.4/mlp/gate_proj/MatMul,1618,node_name,CPUExecutionProvider,3,4202.0,1400.6666666666667,0.7473756478619222,"[{""float"":[1,128,1152]}]","[{""float"":[1,128,6912]}]"
prefill,128,0,mlp_projection,/model/layers.22/mlp/up_proj/MatMul,/model/layers.22/mlp/up_proj/MatMul,/model/layers.22/mlp/up_proj/MatMul,6928,node_name,CPUExecutionProvider,3,4145.0,1381.6666666666667,0.7372375203207205,"[{""float"":[1,128,1152]}]","[{""float"":[1,128,6912]}]"
prefill,128,0,mlp_projection,/model/layers.5/mlp/up_proj/MatMul,/model/layers.5/mlp/up_proj/MatMul,/model/layers.5/mlp/up_proj/MatMul,1930,node_name,CPUExecutionProvider,3,4131.0,1377.0,0.7347474539070921,"[{""float"":[1,128,1152]}]","[{""float"":[1,128,6912]}]"
prefill,128,0,mlp_projection,/model/layers.7/mlp/up_proj/MatMul,/model/layers.7/mlp/up_proj/MatMul,/model/layers.7/mlp/up_proj/MatMul,2518,node_name,CPUExecutionProvider,3,4122.0,1374.0,0.7331466969269024,"[{""float"":[1,128,1152]}]","[{""float"":[1,128,6912]}]"
prefill,128,0,mlp_projection,/model/layers.23/mlp/gate_proj/MatMul,/model/layers.23/mlp/gate_proj/MatMul,/model/layers.23/mlp/gate_proj/MatMul,7208,node_name,CPUExecutionProvider,3,4121.0,1373.6666666666667,0.7329688350402146,"[{""float"":[1,128,1152]}]","[{""float"":[1,128,6912]}]"
prefill,128,0,mlp_projection,/model/layers.5/mlp/gate_proj/MatMul,/model/layers.5/mlp/gate_proj/MatMul,/model/layers.5/mlp/gate_proj/MatMul,1916,node_name,CPUExecutionProvider,3,4107.0,1369.0,0.7304787686265861,"[{""float"":[1,128,1152]}]","[{""float"":[1,128,6912]}]"
prefill,128,0,mlp_projection,/model/layers.25/mlp/gate_proj/MatMul,/model/layers.25/mlp/gate_proj/MatMul,/model/layers.25/mlp/gate_proj/MatMul,7796,node_name,CPUExecutionProvider,3,4093.0,1364.3333333333333,0.7279887022129575,"[{""float"":[1,128,1152]}]","[{""float"":[1,128,6912]}]"
prefill,128,0,mlp_projection,/model/layers.16/mlp/gate_proj/MatMul,/model/layers.16/mlp/gate_proj/MatMul,/model/layers.16/mlp/gate_proj/MatMul,5150,node_name,CPUExecutionProvider,3,4084.0,1361.3333333333333,0.7263879452327678,"[{""float"":[1,128,1152]}]","[{""float"":[1,128,6912]}]"
prefill,128,0,mlp_projection,/model/layers.7/mlp/gate_proj/MatMul,/model/layers.7/mlp/gate_proj/MatMul,/model/layers.7/mlp/gate_proj/MatMul,2504,node_name,CPUExecutionProvider,3,4076.0,1358.6666666666667,0.7249650501392659,"[{""float"":[1,128,1152]}]","[{""float"":[1,128,6912]}]"
prefill,128,0,mlp_projection,/model/layers.22/mlp/gate_proj/MatMul,/model/layers.22/mlp/gate_proj/MatMul,/model/layers.22/mlp/gate_proj/MatMul,6914,node_name,CPUExecutionProvider,3,4055.0,1351.6666666666667,0.7212299505188232,"[{""float"":[1,128,1152]}]","[{""float"":[1,128,6912]}]"
prefill,128,0,mlp_projection,/model/layers.19/mlp/gate_proj/MatMul,/model/layers.19/mlp/gate_proj/MatMul,/model/layers.19/mlp/gate_proj/MatMul,6032,node_name,CPUExecutionProvider,3,4053.0,1351.0,0.7208742267454475,"[{""float"":[1,128,1152]}]","[{""float"":[1,128,6912]}]"
prefill,128,0,mlp_projection,/model/layers.8/mlp/up_proj/MatMul,/model/layers.8/mlp/up_proj/MatMul,/model/layers.8/mlp/up_proj/MatMul,2812,node_name,CPUExecutionProvider,3,4041.0,1347.0,0.7187398841051946,"[{""float"":[1,128,1152]}]","[{""float"":[1,128,6912]}]"
prefill,128,0,mlp_projection,/model/layers.6/mlp/down_proj/MatMul,/model/layers.6/mlp/down_proj/MatMul,/model/layers.6/mlp/down_proj/MatMul,2226,node_name,CPUExecutionProvider,3,4032.0,1344.0,0.7171391271250048,"[{""float"":[1,128,6912]}]","[{""float"":[1,128,1152]}]"
prefill,128,0,mlp_projection,/model/layers.14/mlp/gate_proj/MatMul,/model/layers.14/mlp/gate_proj/MatMul,/model/layers.14/mlp/gate_proj/MatMul,4562,node_name,CPUExecutionProvider,3,4008.0,1336.0,0.7128704418444989,"[{""float"":[1,128,1152]}]","[{""float"":[1,128,6912]}]"
prefill,128,0,mlp_projection,/model/layers.24/mlp/down_proj/MatMul,/model/layers.24/mlp/down_proj/MatMul,/model/layers.24/mlp/down_proj/MatMul,7518,node_name,CPUExecutionProvider,3,4000.0,1333.3333333333333,0.711447546750997,"[{""float"":[1,128,6912]}]","[{""float"":[1,128,1152]}]"
prefill,128,0,mlp_projection,/model/layers.12/mlp/up_proj/MatMul,/model/layers.12/mlp/up_proj/MatMul,/model/layers.12/mlp/up_proj/MatMul,3988,node_name,CPUExecutionProvider,3,3989.0,1329.6666666666667,0.7094910659974317,"[{""float"":[1,128,1152]}]","[{""float"":[1,128,6912]}]"
prefill,128,0,mlp_projection,/model/layers.5/mlp/down_proj/MatMul,/model/layers.5/mlp/down_proj/MatMul,/model/layers.5/mlp/down_proj/MatMul,1932,node_name,CPUExecutionProvider,3,3987.0,1329.0,0.7091353422240562,"[{""float"":[1,128,6912]}]","[{""float"":[1,128,1152]}]"
prefill,128,0,mlp_projection,/model/layers.20/mlp/down_proj/MatMul,/model/layers.20/mlp/down_proj/MatMul,/model/layers.20/mlp/down_proj/MatMul,6342,node_name,CPUExecutionProvider,3,3986.0,1328.6666666666667,0.7089574803373684,"[{""float"":[1,128,6912]}]","[{""float"":[1,128,1152]}]"
prefill,128,0,mlp_projection,/model/layers.8/mlp/gate_proj/MatMul,/model/layers.8/mlp/gate_proj/MatMul,/model/layers.8/mlp/gate_proj/MatMul,2798,node_name,CPUExecutionProvider,3,3985.0,1328.3333333333333,0.7087796184506807,"[{""float"":[1,128,1152]}]","[{""float"":[1,128,6912]}]"
prefill,128,0,mlp_projection,/model/layers.8/mlp/down_proj/MatMul,/model/layers.8/mlp/down_proj/MatMul,/model/layers.8/mlp/down_proj/MatMul,2814,node_name,CPUExecutionProvider,3,3981.0,1327.0,0.7080681709039297,"[{""float"":[1,128,6912]}]","[{""float"":[1,128,1152]}]"
prefill,128,0,mlp_projection,/model/layers.18/mlp/gate_proj/MatMul,/model/layers.18/mlp/gate_proj/MatMul,/model/layers.18/mlp/gate_proj/MatMul,5738,node_name,CPUExecutionProvider,3,3978.0,1326.0,0.7075345852438664,"[{""float"":[1,128,1152]}]","[{""float"":[1,128,6912]}]"
prefill,128,0,mlp_projection,/model/layers.22/mlp/down_proj/MatMul,/model/layers.22/mlp/down_proj/MatMul,/model/layers.22/mlp/down_proj/MatMul,6930,node_name,CPUExecutionProvider,3,3978.0,1326.0,0.7075345852438664,"[{""float"":[1,128,6912]}]","[{""float"":[1,128,1152]}]"
prefill,128,0,mlp_projection,/model/layers.7/mlp/down_proj/MatMul,/model/layers.7/mlp/down_proj/MatMul,/model/layers.7/mlp/down_proj/MatMul,2520,node_name,CPUExecutionProvider,3,3974.0,1324.6666666666667,0.7068231376971155,"[{""float"":[1,128,6912]}]","[{""float"":[1,128,1152]}]"
prefill,128,0,mlp_projection,/model/layers.21/mlp/gate_proj/MatMul,/model/layers.21/mlp/gate_proj/MatMul,/model/layers.21/mlp/gate_proj/MatMul,6620,node_name,CPUExecutionProvider,3,3971.0,1323.6666666666667,0.7062895520370522,"[{""float"":[1,128,1152]}]","[{""float"":[1,128,6912]}]"
prefill,128,0,mlp_projection,/model/layers.9/mlp/gate_proj/MatMul,/model/layers.9/mlp/gate_proj/MatMul,/model/layers.9/mlp/gate_proj/MatMul,3092,node_name,CPUExecutionProvider,3,3963.0,1321.0,0.7048666569435502,"[{""float"":[1,128,1152]}]","[{""float"":[1,128,6912]}]"
prefill,128,0,mlp_projection,/model/layers.19/mlp/up_proj/MatMul,/model/layers.19/mlp/up_proj/MatMul,/model/layers.19/mlp/up_proj/MatMul,6046,node_name,CPUExecutionProvider,3,3963.0,1321.0,0.7048666569435502,"[{""float"":[1,128,1152]}]","[{""float"":[1,128,6912]}]"
prefill,128,0,mlp_projection,/model/layers.10/mlp/up_proj/MatMul,/model/layers.10/mlp/up_proj/MatMul,/model/layers.10/mlp/up_proj/MatMul,3400,node_name,CPUExecutionProvider,3,3960.0,1320.0,0.704333071283487,"[{""float"":[1,128,1152]}]","[{""float"":[1,128,6912]}]"
prefill,128,0,mlp_projection,/model/layers.10/mlp/gate_proj/MatMul,/model/layers.10/mlp/gate_proj/MatMul,/model/layers.10/mlp/gate_proj/MatMul,3386,node_name,CPUExecutionProvider,3,3955.0,1318.3333333333333,0.7034437618500482,"[{""float"":[1,128,1152]}]","[{""float"":[1,128,6912]}]"
prefill,128,0,mlp_projection,/model/layers.21/mlp/up_proj/MatMul,/model/layers.21/mlp/up_proj/MatMul,/model/layers.21/mlp/up_proj/MatMul,6634,node_name,CPUExecutionProvider,3,3951.0,1317.0,0.7027323143032972,"[{""float"":[1,128,1152]}]","[{""float"":[1,128,6912]}]"
prefill,128,0,mlp_projection,/model/layers.11/mlp/gate_proj/MatMul,/model/layers.11/mlp/gate_proj/MatMul,/model/layers.11/mlp/gate_proj/MatMul,3680,node_name,CPUExecutionProvider,3,3945.0,1315.0,0.7016651429831707,"[{""float"":[1,128,1152]}]","[{""float"":[1,128,6912]}]"
prefill,128,0,mlp_projection,/model/layers.20/mlp/gate_proj/MatMul,/model/layers.20/mlp/gate_proj/MatMul,/model/layers.20/mlp/gate_proj/MatMul,6326,node_name,CPUExecutionProvider,3,3945.0,1315.0,0.7016651429831707,"[{""float"":[1,128,1152]}]","[{""float"":[1,128,6912]}]"
prefill,128,0,mlp_projection,/model/layers.12/mlp/gate_proj/MatMul,/model/layers.12/mlp/gate_proj/MatMul,/model/layers.12/mlp/gate_proj/MatMul,3974,node_name,CPUExecutionProvider,3,3934.0,1311.3333333333333,0.6997086622296055,"[{""float"":[1,128,1152]}]","[{""float"":[1,128,6912]}]"
prefill,128,0,mlp_projection,/model/layers.19/mlp/down_proj/MatMul,/model/layers.19/mlp/down_proj/MatMul,/model/layers.19/mlp/down_proj/MatMul,6048,node_name,CPUExecutionProvider,3,3934.0,1311.3333333333333,0.6997086622296055,"[{""float"":[1,128,6912]}]","[{""float"":[1,128,1152]}]"
prefill,128,0,mlp_projection,/model/layers.24/mlp/gate_proj/MatMul,/model/layers.24/mlp/gate_proj/MatMul,/model/layers.24/mlp/gate_proj/MatMul,7502,node_name,CPUExecutionProvider,3,3931.0,1310.3333333333333,0.6991750765695423,"[{""float"":[1,128,1152]}]","[{""float"":[1,128,6912]}]"
prefill,128,0,mlp_projection,/model/layers.9/mlp/down_proj/MatMul,/model/layers.9/mlp/down_proj/MatMul,/model/layers.9/mlp/down_proj/MatMul,3108,node_name,CPUExecutionProvider,3,3928.0,1309.3333333333333,0.698641490909479,"[{""float"":[1,128,6912]}]","[{""float"":[1,128,1152]}]"
prefill,128,0,mlp_projection,/model/layers.20/mlp/up_proj/MatMul,/model/layers.20/mlp/up_proj/MatMul,/model/layers.20/mlp/up_proj/MatMul,6340,node_name,CPUExecutionProvider,3,3926.0,1308.6666666666667,0.6982857671361035,"[{""float"":[1,128,1152]}]","[{""float"":[1,128,6912]}]"
prefill,128,0,mlp_projection,/model/layers.13/mlp/down_proj/MatMul,/model/layers.13/mlp/down_proj/MatMul,/model/layers.13/mlp/down_proj/MatMul,4284,node_name,CPUExecutionProvider,3,3911.0,1303.6666666666667,0.6956178388357872,"[{""float"":[1,128,6912]}]","[{""float"":[1,128,1152]}]"
prefill,128,0,mlp_projection,/model/layers.13/mlp/gate_proj/MatMul,/model/layers.13/mlp/gate_proj/MatMul,/model/layers.13/mlp/gate_proj/MatMul,4268,node_name,CPUExecutionProvider,3,3909.0,1303.0,0.6952621150624118,"[{""float"":[1,128,1152]}]","[{""float"":[1,128,6912]}]"
prefill,128,0,mlp_projection,/model/layers.12/mlp/down_proj/MatMul,/model/layers.12/mlp/down_proj/MatMul,/model/layers.12/mlp/down_proj/MatMul,3990,node_name,CPUExecutionProvider,3,3908.0,1302.6666666666667,0.695084253175724,"[{""float"":[1,128,6912]}]","[{""float"":[1,128,1152]}]"
prefill,128,0,mlp_projection,/model/layers.25/mlp/down_proj/MatMul,/model/layers.25/mlp/down_proj/MatMul,/model/layers.25/mlp/down_proj/MatMul,7812,node_name,CPUExecutionProvider,3,3907.0,1302.3333333333333,0.6949063912890362,"[{""float"":[1,128,6912]}]","[{""float"":[1,128,1152]}]"
prefill,128,0,mlp_projection,/model/layers.4/mlp/down_proj/MatMul,/model/layers.4/mlp/down_proj/MatMul,/model/layers.4/mlp/down_proj/MatMul,1634,node_name,CPUExecutionProvider,3,3898.0,1299.3333333333333,0.6933056343088465,"[{""float"":[1,128,6912]}]","[{""float"":[1,128,1152]}]"
prefill,128,0,mlp_projection,/model/layers.11/mlp/down_proj/MatMul,/model/layers.11/mlp/down_proj/MatMul,/model/layers.11/mlp/down_proj/MatMul,3696,node_name,CPUExecutionProvider,3,3898.0,1299.3333333333333,0.6933056343088465,"[{""float"":[1,128,6912]}]","[{""float"":[1,128,1152]}]"
prefill,128,0,mlp_projection,/model/layers.17/mlp/gate_proj/MatMul,/model/layers.17/mlp/gate_proj/MatMul,/model/layers.17/mlp/gate_proj/MatMul,5444,node_name,CPUExecutionProvider,3,3898.0,1299.3333333333333,0.6933056343088465,"[{""float"":[1,128,1152]}]","[{""float"":[1,128,6912]}]"
prefill,128,0,mlp_projection,/model/layers.15/mlp/up_proj/MatMul,/model/layers.15/mlp/up_proj/MatMul,/model/layers.15/mlp/up_proj/MatMul,4870,node_name,CPUExecutionProvider,3,3891.0,1297.0,0.6920606011020323,"[{""float"":[1,128,1152]}]","[{""float"":[1,128,6912]}]"
prefill,128,0,mlp_projection,/model/layers.18/mlp/up_proj/MatMul,/model/layers.18/mlp/up_proj/MatMul,/model/layers.18/mlp/up_proj/MatMul,5752,node_name,CPUExecutionProvider,3,3885.0,1295.0,0.6909934297819057,"[{""float"":[1,128,1152]}]","[{""float"":[1,128,6912]}]"
prefill,128,0,mlp_projection,/model/layers.11/mlp/up_proj/MatMul,/model/layers.11/mlp/up_proj/MatMul,/model/layers.11/mlp/up_proj/MatMul,3694,node_name,CPUExecutionProvider,3,3879.0,1293.0,0.6899262584617792,"[{""float"":[1,128,1152]}]","[{""float"":[1,128,6912]}]"
prefill,128,0,mlp_projection,/model/layers.25/mlp/up_proj/MatMul,/model/layers.25/mlp/up_proj/MatMul,/model/layers.25/mlp/up_proj/MatMul,7810,node_name,CPUExecutionProvider,3,3871.0,1290.3333333333333,0.6885033633682772,"[{""float"":[1,128,1152]}]","[{""float"":[1,128,6912]}]"
prefill,128,0,mlp_projection,/model/layers.16/mlp/up_proj/MatMul,/model/layers.16/mlp/up_proj/MatMul,/model/layers.16/mlp/up_proj/MatMul,5164,node_name,CPUExecutionProvider,3,3862.0,1287.3333333333333,0.6869026063880875,"[{""float"":[1,128,1152]}]","[{""float"":[1,128,6912]}]"
prefill,128,0,mlp_projection,/model/layers.18/mlp/down_proj/MatMul,/model/layers.18/mlp/down_proj/MatMul,/model/layers.18/mlp/down_proj/MatMul,5754,node_name,CPUExecutionProvider,3,3860.0,1286.6666666666667,0.686546882614712,"[{""float"":[1,128,6912]}]","[{""float"":[1,128,1152]}]"
prefill,128,0,mlp_projection,/model/layers.23/mlp/down_proj/MatMul,/model/layers.23/mlp/down_proj/MatMul,/model/layers.23/mlp/down_proj/MatMul,7224,node_name,CPUExecutionProvider,3,3854.0,1284.6666666666667,0.6854797112945855,"[{""float"":[1,128,6912]}]","[{""float"":[1,128,1152]}]"
prefill,128,0,mlp_projection,/model/layers.2/mlp/down_proj/MatMul,/model/layers.2/mlp/down_proj/MatMul,/model/layers.2/mlp/down_proj/MatMul,1046,node_name,CPUExecutionProvider,3,3847.0,1282.3333333333333,0.6842346780877713,"[{""float"":[1,128,6912]}]","[{""float"":[1,128,1152]}]"
prefill,128,0,mlp_projection,/model/layers.17/mlp/up_proj/MatMul,/model/layers.17/mlp/up_proj/MatMul,/model/layers.17/mlp/up_proj/MatMul,5458,node_name,CPUExecutionProvider,3,3842.0,1280.6666666666667,0.6833453686543325,"[{""float"":[1,128,1152]}]","[{""float"":[1,128,6912]}]"
prefill,128,0,mlp_projection,/model/layers.23/mlp/up_proj/MatMul,/model/layers.23/mlp/up_proj/MatMul,/model/layers.23/mlp/up_proj/MatMul,7222,node_name,CPUExecutionProvider,3,3836.0,1278.6666666666667,0.682278197334206,"[{""float"":[1,128,1152]}]","[{""float"":[1,128,6912]}]"
prefill,128,0,mlp_projection,/model/layers.1/mlp/down_proj/MatMul,/model/layers.1/mlp/down_proj/MatMul,/model/layers.1/mlp/down_proj/MatMul,752,node_name,CPUExecutionProvider,3,3835.0,1278.3333333333333,0.6821003354475182,"[{""float"":[1,128,6912]}]","[{""float"":[1,128,1152]}]"
prefill,128,0,mlp_projection,/model/layers.14/mlp/down_proj/MatMul,/model/layers.14/mlp/down_proj/MatMul,/model/layers.14/mlp/down_proj/MatMul,4578,node_name,CPUExecutionProvider,3,3829.0,1276.3333333333333,0.6810331641273918,"[{""float"":[1,128,6912]}]","[{""float"":[1,128,1152]}]"
prefill,128,0,mlp_projection,/model/layers.21/mlp/down_proj/MatMul,/model/layers.21/mlp/down_proj/MatMul,/model/layers.21/mlp/down_proj/MatMul,6636,node_name,CPUExecutionProvider,3,3827.0,1275.6666666666667,0.6806774403540163,"[{""float"":[1,128,6912]}]","[{""float"":[1,128,1152]}]"
prefill,128,0,mlp_projection,/model/layers.15/mlp/down_proj/MatMul,/model/layers.15/mlp/down_proj/MatMul,/model/layers.15/mlp/down_proj/MatMul,4872,node_name,CPUExecutionProvider,3,3753.0,1251.0,0.6675156607391228,"[{""float"":[1,128,6912]}]","[{""float"":[1,128,1152]}]"
prefill,128,0,attention_qkv_projection,/model/layers.19/self_attn/q_proj/MatMul,/model/layers.19/self_attn/q_proj/MatMul,/model/layers.19/self_attn/q_proj/MatMul,5784,node_name,CPUExecutionProvider,3,3650.0,1216.6666666666667,0.6491958864102847,"[{""float"":[1,128,1152]}]","[{""float"":[1,128,1024]}]"
prefill,128,0,attention_qkv_projection,/model/layers.0/self_attn/k_proj/MatMul,/model/layers.0/self_attn/k_proj/MatMul,/model/layers.0/self_attn/k_proj/MatMul,214,node_name,CPUExecutionProvider,3,2556.0,852.0,0.4546149823738871,"[{""float"":[1,128,1152]}]","[{""float"":[1,128,256]}]"
prefill,128,0,attention_output_projection,/model/layers.8/self_attn/o_proj/MatMul,/model/layers.8/self_attn/o_proj/MatMul,/model/layers.8/self_attn/o_proj/MatMul,2774,node_name,CPUExecutionProvider,3,853.0,284.3333333333333,0.1517161893446501,"[{""float"":[1,128,1024]}]","[{""float"":[1,128,1152]}]"
prefill,128,0,attention_output_projection,/model/layers.6/self_attn/o_proj/MatMul,/model/layers.6/self_attn/o_proj/MatMul,/model/layers.6/self_attn/o_proj/MatMul,2186,node_name,CPUExecutionProvider,3,834.0,278.0,0.14833681349758285,"[{""float"":[1,128,1024]}]","[{""float"":[1,128,1152]}]"
prefill,128,0,attention_output_projection,/model/layers.15/self_attn/o_proj/MatMul,/model/layers.15/self_attn/o_proj/MatMul,/model/layers.15/self_attn/o_proj/MatMul,4832,node_name,CPUExecutionProvider,3,825.0,275.0,0.1467360565173931,"[{""float"":[1,128,1024]}]","[{""float"":[1,128,1152]}]"
prefill,128,0,attention_output_projection,/model/layers.22/self_attn/o_proj/MatMul,/model/layers.22/self_attn/o_proj/MatMul,/model/layers.22/self_attn/o_proj/MatMul,6890,node_name,CPUExecutionProvider,3,823.0,274.3333333333333,0.14638033274401763,"[{""float"":[1,128,1024]}]","[{""float"":[1,128,1152]}]"
prefill,128,0,attention_output_projection,/model/layers.9/self_attn/o_proj/MatMul,/model/layers.9/self_attn/o_proj/MatMul,/model/layers.9/self_attn/o_proj/MatMul,3068,node_name,CPUExecutionProvider,3,817.0,272.3333333333333,0.1453131614238911,"[{""float"":[1,128,1024]}]","[{""float"":[1,128,1152]}]"
prefill,128,0,attention_output_projection,/model/layers.24/self_attn/o_proj/MatMul,/model/layers.24/self_attn/o_proj/MatMul,/model/layers.24/self_attn/o_proj/MatMul,7478,node_name,CPUExecutionProvider,3,814.0,271.3333333333333,0.14477957576382788,"[{""float"":[1,128,1024]}]","[{""float"":[1,128,1152]}]"
