backend,interface,evidence_type,dtype,input_dim,output_dim,macs,runs,correctness_pass,latency_ms_mean,latency_ms_p50,latency_ms_p95,latency_source,synthetic_weight,reference_int32,dtype_boundary,claim_boundary,note
cpu_numpy_primitive_baseline,host_numpy,measured,int8_inputs_int32_accum,16,4,64,3,True,0.028922,0.018426,0.049805,host wall time around NumPy int32 reference,True,,,fixed primitive host baseline; not ONNX Runtime profiling,Same deterministic activation and weight values as FPGA primitive runner.
onnxruntime_matvec_micrograph,CPUExecutionProvider,measured,float32,16,4,64,3,True,0.063135,0.014327,0.153809,ONNX Runtime CPUExecutionProvider session.run wall time,True,-271 239 287 797,ORT micrograph uses float32 MatMul equivalent because portable int8-to-int32 ORT MatMul is separated from the FPGA INT8 primitive.,aligned micrograph baseline only; not full Gemma ONNX Runtime profiling,"Same deterministic activation and weight values as FPGA primitive, cast to float32 for ORT MatMul."
