seq,input_dim,output_dim,macs,generation_ms,tcl_generate_ms,total_wall_latency_ms,system_console_elapsed_ms,jtag_write_ms,jtag_poll_ms,jtag_read_ms,compute_cycles,core_total_cycles,clock_hz,compute_time_us_50mhz,core_total_time_us_50mhz,status_register,debug_status,last_run_id,reference,result,correctness_pass,run_status,quartus_tool,quartus_tool_path,cable,service_path,sof_path,sof_sha256,tcl_script,error,stdout_tail,stderr_tail
10,16,4,64,0.10740000288933516,0.563700043130666,7728.879799949937,266,237,6,23,65,65,50000000,1.3,1.3,2,2,10,-271 239 287 797,-271 239 287 797,True,pass,system-console.exe,Windows Quartus system-console.exe,USB-Blaster [USB-0],/devices/10M50DA(.|ES)|10M50DC@1#USB-0/(link)/JTAG/(110:132 v1 #0)/phy_0/master,quartus/de10_lite_jtag_matvec/output_files/de10_lite_jtag_matvec.sof,d3e07b8b14a19bede927d7af7e72d17f48741bb0cd03fc4c3c666172d9abb989,logs\jtag_cycle_counter_clean_rebuild_final_20260701_cmd\generated_jtag_matvec_run10.tcl,," as well as system reset signal
    * To run JTAG loopback tests to analyze board noise problems
    * To shift arbitrary instruction register and data register values to
     instantiated system level debug (SLD) nodes

 In addition, the directory <QuartusII Dir>/sopc_builder/system_console/scripts
 contains Tcl files that provide miscellaneous utilities and examples of how to
 access the functionality provided. You can include those macros in your
 scripts by issuing Tcl source commands.
--------------------------------------------------------------------------------
JTAG_MATVEC_CABLES {/devices/10M50DA(.|ES)|10M50DC@1#USB-0/(link)/JTAG/(110:132 v1 #0)/phy_0/master}
JTAG_MATVEC_MASTER /devices/10M50DA(.|ES)|10M50DC@1#USB-0/(link)/JTAG/(110:132 v1 #0)/phy_0/master
JTAG_MATVEC_RESULT seq=10 status=0x00000002 debug_status=0x00000002 compute_cycles=0x00000041 core_total_cycles=0x00000041 last_run_id=0x0000000a r0=-271 r1=239 r2=287 r3=797 write_ms=237 poll_ms=6 read_ms=23 elapsed_ms=266
",
11,16,4,64,0.15320000238716602,0.6666999543085694,7756.428399996366,269,245,5,19,65,65,50000000,1.3,1.3,2,2,11,-271 239 287 797,-271 239 287 797,True,pass,system-console.exe,Windows Quartus system-console.exe,USB-Blaster [USB-0],/devices/10M50DA(.|ES)|10M50DC@1#USB-0/(link)/JTAG/(110:132 v1 #0)/phy_0/master,quartus/de10_lite_jtag_matvec/output_files/de10_lite_jtag_matvec.sof,d3e07b8b14a19bede927d7af7e72d17f48741bb0cd03fc4c3c666172d9abb989,logs\jtag_cycle_counter_clean_rebuild_final_20260701_cmd\generated_jtag_matvec_run11.tcl,," as well as system reset signal
    * To run JTAG loopback tests to analyze board noise problems
    * To shift arbitrary instruction register and data register values to
     instantiated system level debug (SLD) nodes

 In addition, the directory <QuartusII Dir>/sopc_builder/system_console/scripts
 contains Tcl files that provide miscellaneous utilities and examples of how to
 access the functionality provided. You can include those macros in your
 scripts by issuing Tcl source commands.
--------------------------------------------------------------------------------
JTAG_MATVEC_CABLES {/devices/10M50DA(.|ES)|10M50DC@1#USB-0/(link)/JTAG/(110:132 v1 #0)/phy_0/master}
JTAG_MATVEC_MASTER /devices/10M50DA(.|ES)|10M50DC@1#USB-0/(link)/JTAG/(110:132 v1 #0)/phy_0/master
JTAG_MATVEC_RESULT seq=11 status=0x00000002 debug_status=0x00000002 compute_cycles=0x00000041 core_total_cycles=0x00000041 last_run_id=0x0000000b r0=-271 r1=239 r2=287 r3=797 write_ms=245 poll_ms=5 read_ms=19 elapsed_ms=269
",
12,16,4,64,0.11859997175633907,0.6347000016830862,7750.591900025029,264,236,5,23,65,65,50000000,1.3,1.3,2,2,12,-271 239 287 797,-271 239 287 797,True,pass,system-console.exe,Windows Quartus system-console.exe,USB-Blaster [USB-0],/devices/10M50DA(.|ES)|10M50DC@1#USB-0/(link)/JTAG/(110:132 v1 #0)/phy_0/master,quartus/de10_lite_jtag_matvec/output_files/de10_lite_jtag_matvec.sof,d3e07b8b14a19bede927d7af7e72d17f48741bb0cd03fc4c3c666172d9abb989,logs\jtag_cycle_counter_clean_rebuild_final_20260701_cmd\generated_jtag_matvec_run12.tcl,," as well as system reset signal
    * To run JTAG loopback tests to analyze board noise problems
    * To shift arbitrary instruction register and data register values to
     instantiated system level debug (SLD) nodes

 In addition, the directory <QuartusII Dir>/sopc_builder/system_console/scripts
 contains Tcl files that provide miscellaneous utilities and examples of how to
 access the functionality provided. You can include those macros in your
 scripts by issuing Tcl source commands.
--------------------------------------------------------------------------------
JTAG_MATVEC_CABLES {/devices/10M50DA(.|ES)|10M50DC@1#USB-0/(link)/JTAG/(110:132 v1 #0)/phy_0/master}
JTAG_MATVEC_MASTER /devices/10M50DA(.|ES)|10M50DC@1#USB-0/(link)/JTAG/(110:132 v1 #0)/phy_0/master
JTAG_MATVEC_RESULT seq=12 status=0x00000002 debug_status=0x00000002 compute_cycles=0x00000041 core_total_cycles=0x00000041 last_run_id=0x0000000c r0=-271 r1=239 r2=287 r3=797 write_ms=236 poll_ms=5 read_ms=23 elapsed_ms=264
",
13,16,4,64,0.09859999408945441,0.6166999810375273,7748.45740001183,253,227,6,20,65,65,50000000,1.3,1.3,2,2,13,-271 239 287 797,-271 239 287 797,True,pass,system-console.exe,Windows Quartus system-console.exe,USB-Blaster [USB-0],/devices/10M50DA(.|ES)|10M50DC@1#USB-0/(link)/JTAG/(110:132 v1 #0)/phy_0/master,quartus/de10_lite_jtag_matvec/output_files/de10_lite_jtag_matvec.sof,d3e07b8b14a19bede927d7af7e72d17f48741bb0cd03fc4c3c666172d9abb989,logs\jtag_cycle_counter_clean_rebuild_final_20260701_cmd\generated_jtag_matvec_run13.tcl,," as well as system reset signal
    * To run JTAG loopback tests to analyze board noise problems
    * To shift arbitrary instruction register and data register values to
     instantiated system level debug (SLD) nodes

 In addition, the directory <QuartusII Dir>/sopc_builder/system_console/scripts
 contains Tcl files that provide miscellaneous utilities and examples of how to
 access the functionality provided. You can include those macros in your
 scripts by issuing Tcl source commands.
--------------------------------------------------------------------------------
JTAG_MATVEC_CABLES {/devices/10M50DA(.|ES)|10M50DC@1#USB-0/(link)/JTAG/(110:132 v1 #0)/phy_0/master}
JTAG_MATVEC_MASTER /devices/10M50DA(.|ES)|10M50DC@1#USB-0/(link)/JTAG/(110:132 v1 #0)/phy_0/master
JTAG_MATVEC_RESULT seq=13 status=0x00000002 debug_status=0x00000002 compute_cycles=0x00000041 core_total_cycles=0x00000041 last_run_id=0x0000000d r0=-271 r1=239 r2=287 r3=797 write_ms=227 poll_ms=6 read_ms=20 elapsed_ms=253
",
14,16,4,64,0.10800000745803118,0.5438000080175698,7738.3393999771215,247,215,8,24,65,65,50000000,1.3,1.3,2,2,14,-271 239 287 797,-271 239 287 797,True,pass,system-console.exe,Windows Quartus system-console.exe,USB-Blaster [USB-0],/devices/10M50DA(.|ES)|10M50DC@1#USB-0/(link)/JTAG/(110:132 v1 #0)/phy_0/master,quartus/de10_lite_jtag_matvec/output_files/de10_lite_jtag_matvec.sof,d3e07b8b14a19bede927d7af7e72d17f48741bb0cd03fc4c3c666172d9abb989,logs\jtag_cycle_counter_clean_rebuild_final_20260701_cmd\generated_jtag_matvec_run14.tcl,," as well as system reset signal
    * To run JTAG loopback tests to analyze board noise problems
    * To shift arbitrary instruction register and data register values to
     instantiated system level debug (SLD) nodes

 In addition, the directory <QuartusII Dir>/sopc_builder/system_console/scripts
 contains Tcl files that provide miscellaneous utilities and examples of how to
 access the functionality provided. You can include those macros in your
 scripts by issuing Tcl source commands.
--------------------------------------------------------------------------------
JTAG_MATVEC_CABLES {/devices/10M50DA(.|ES)|10M50DC@1#USB-0/(link)/JTAG/(110:132 v1 #0)/phy_0/master}
JTAG_MATVEC_MASTER /devices/10M50DA(.|ES)|10M50DC@1#USB-0/(link)/JTAG/(110:132 v1 #0)/phy_0/master
JTAG_MATVEC_RESULT seq=14 status=0x00000002 debug_status=0x00000002 compute_cycles=0x00000041 core_total_cycles=0x00000041 last_run_id=0x0000000e r0=-271 r1=239 r2=287 r3=797 write_ms=215 poll_ms=8 read_ms=24 elapsed_ms=247
",
15,16,4,64,0.09660003706812859,0.49159995978698134,7744.495999999344,267,241,6,20,65,65,50000000,1.3,1.3,2,2,15,-271 239 287 797,-271 239 287 797,True,pass,system-console.exe,Windows Quartus system-console.exe,USB-Blaster [USB-0],/devices/10M50DA(.|ES)|10M50DC@1#USB-0/(link)/JTAG/(110:132 v1 #0)/phy_0/master,quartus/de10_lite_jtag_matvec/output_files/de10_lite_jtag_matvec.sof,d3e07b8b14a19bede927d7af7e72d17f48741bb0cd03fc4c3c666172d9abb989,logs\jtag_cycle_counter_clean_rebuild_final_20260701_cmd\generated_jtag_matvec_run15.tcl,," as well as system reset signal
    * To run JTAG loopback tests to analyze board noise problems
    * To shift arbitrary instruction register and data register values to
     instantiated system level debug (SLD) nodes

 In addition, the directory <QuartusII Dir>/sopc_builder/system_console/scripts
 contains Tcl files that provide miscellaneous utilities and examples of how to
 access the functionality provided. You can include those macros in your
 scripts by issuing Tcl source commands.
--------------------------------------------------------------------------------
JTAG_MATVEC_CABLES {/devices/10M50DA(.|ES)|10M50DC@1#USB-0/(link)/JTAG/(110:132 v1 #0)/phy_0/master}
JTAG_MATVEC_MASTER /devices/10M50DA(.|ES)|10M50DC@1#USB-0/(link)/JTAG/(110:132 v1 #0)/phy_0/master
JTAG_MATVEC_RESULT seq=15 status=0x00000002 debug_status=0x00000002 compute_cycles=0x00000041 core_total_cycles=0x00000041 last_run_id=0x0000000f r0=-271 r1=239 r2=287 r3=797 write_ms=241 poll_ms=6 read_ms=20 elapsed_ms=267
",
16,16,4,64,0.09679998038336635,0.5785999819636345,7752.182500029448,262,237,6,19,65,65,50000000,1.3,1.3,2,2,16,-271 239 287 797,-271 239 287 797,True,pass,system-console.exe,Windows Quartus system-console.exe,USB-Blaster [USB-0],/devices/10M50DA(.|ES)|10M50DC@1#USB-0/(link)/JTAG/(110:132 v1 #0)/phy_0/master,quartus/de10_lite_jtag_matvec/output_files/de10_lite_jtag_matvec.sof,d3e07b8b14a19bede927d7af7e72d17f48741bb0cd03fc4c3c666172d9abb989,logs\jtag_cycle_counter_clean_rebuild_final_20260701_cmd\generated_jtag_matvec_run16.tcl,," as well as system reset signal
    * To run JTAG loopback tests to analyze board noise problems
    * To shift arbitrary instruction register and data register values to
     instantiated system level debug (SLD) nodes

 In addition, the directory <QuartusII Dir>/sopc_builder/system_console/scripts
 contains Tcl files that provide miscellaneous utilities and examples of how to
 access the functionality provided. You can include those macros in your
 scripts by issuing Tcl source commands.
--------------------------------------------------------------------------------
JTAG_MATVEC_CABLES {/devices/10M50DA(.|ES)|10M50DC@1#USB-0/(link)/JTAG/(110:132 v1 #0)/phy_0/master}
JTAG_MATVEC_MASTER /devices/10M50DA(.|ES)|10M50DC@1#USB-0/(link)/JTAG/(110:132 v1 #0)/phy_0/master
JTAG_MATVEC_RESULT seq=16 status=0x00000002 debug_status=0x00000002 compute_cycles=0x00000041 core_total_cycles=0x00000041 last_run_id=0x00000010 r0=-271 r1=239 r2=287 r3=797 write_ms=237 poll_ms=6 read_ms=19 elapsed_ms=262
",
17,16,4,64,0.09879999561235309,0.6266999989748001,7756.335300044157,268,242,6,20,65,65,50000000,1.3,1.3,2,2,17,-271 239 287 797,-271 239 287 797,True,pass,system-console.exe,Windows Quartus system-console.exe,USB-Blaster [USB-0],/devices/10M50DA(.|ES)|10M50DC@1#USB-0/(link)/JTAG/(110:132 v1 #0)/phy_0/master,quartus/de10_lite_jtag_matvec/output_files/de10_lite_jtag_matvec.sof,d3e07b8b14a19bede927d7af7e72d17f48741bb0cd03fc4c3c666172d9abb989,logs\jtag_cycle_counter_clean_rebuild_final_20260701_cmd\generated_jtag_matvec_run17.tcl,," as well as system reset signal
    * To run JTAG loopback tests to analyze board noise problems
    * To shift arbitrary instruction register and data register values to
     instantiated system level debug (SLD) nodes

 In addition, the directory <QuartusII Dir>/sopc_builder/system_console/scripts
 contains Tcl files that provide miscellaneous utilities and examples of how to
 access the functionality provided. You can include those macros in your
 scripts by issuing Tcl source commands.
--------------------------------------------------------------------------------
JTAG_MATVEC_CABLES {/devices/10M50DA(.|ES)|10M50DC@1#USB-0/(link)/JTAG/(110:132 v1 #0)/phy_0/master}
JTAG_MATVEC_MASTER /devices/10M50DA(.|ES)|10M50DC@1#USB-0/(link)/JTAG/(110:132 v1 #0)/phy_0/master
JTAG_MATVEC_RESULT seq=17 status=0x00000002 debug_status=0x00000002 compute_cycles=0x00000041 core_total_cycles=0x00000041 last_run_id=0x00000011 r0=-271 r1=239 r2=287 r3=797 write_ms=242 poll_ms=6 read_ms=20 elapsed_ms=268
",
18,16,4,64,0.1306000049225986,0.5509000038728118,7764.9411000311375,277,251,7,19,65,65,50000000,1.3,1.3,2,2,18,-271 239 287 797,-271 239 287 797,True,pass,system-console.exe,Windows Quartus system-console.exe,USB-Blaster [USB-0],/devices/10M50DA(.|ES)|10M50DC@1#USB-0/(link)/JTAG/(110:132 v1 #0)/phy_0/master,quartus/de10_lite_jtag_matvec/output_files/de10_lite_jtag_matvec.sof,d3e07b8b14a19bede927d7af7e72d17f48741bb0cd03fc4c3c666172d9abb989,logs\jtag_cycle_counter_clean_rebuild_final_20260701_cmd\generated_jtag_matvec_run18.tcl,," as well as system reset signal
    * To run JTAG loopback tests to analyze board noise problems
    * To shift arbitrary instruction register and data register values to
     instantiated system level debug (SLD) nodes

 In addition, the directory <QuartusII Dir>/sopc_builder/system_console/scripts
 contains Tcl files that provide miscellaneous utilities and examples of how to
 access the functionality provided. You can include those macros in your
 scripts by issuing Tcl source commands.
--------------------------------------------------------------------------------
JTAG_MATVEC_CABLES {/devices/10M50DA(.|ES)|10M50DC@1#USB-0/(link)/JTAG/(110:132 v1 #0)/phy_0/master}
JTAG_MATVEC_MASTER /devices/10M50DA(.|ES)|10M50DC@1#USB-0/(link)/JTAG/(110:132 v1 #0)/phy_0/master
JTAG_MATVEC_RESULT seq=18 status=0x00000002 debug_status=0x00000002 compute_cycles=0x00000041 core_total_cycles=0x00000041 last_run_id=0x00000012 r0=-271 r1=239 r2=287 r3=797 write_ms=251 poll_ms=7 read_ms=19 elapsed_ms=277
",
19,16,4,64,0.10810000821948051,0.7416000007651746,7804.950399964582,263,235,6,22,65,65,50000000,1.3,1.3,2,2,19,-271 239 287 797,-271 239 287 797,True,pass,system-console.exe,Windows Quartus system-console.exe,USB-Blaster [USB-0],/devices/10M50DA(.|ES)|10M50DC@1#USB-0/(link)/JTAG/(110:132 v1 #0)/phy_0/master,quartus/de10_lite_jtag_matvec/output_files/de10_lite_jtag_matvec.sof,d3e07b8b14a19bede927d7af7e72d17f48741bb0cd03fc4c3c666172d9abb989,logs\jtag_cycle_counter_clean_rebuild_final_20260701_cmd\generated_jtag_matvec_run19.tcl,," as well as system reset signal
    * To run JTAG loopback tests to analyze board noise problems
    * To shift arbitrary instruction register and data register values to
     instantiated system level debug (SLD) nodes

 In addition, the directory <QuartusII Dir>/sopc_builder/system_console/scripts
 contains Tcl files that provide miscellaneous utilities and examples of how to
 access the functionality provided. You can include those macros in your
 scripts by issuing Tcl source commands.
--------------------------------------------------------------------------------
JTAG_MATVEC_CABLES {/devices/10M50DA(.|ES)|10M50DC@1#USB-0/(link)/JTAG/(110:132 v1 #0)/phy_0/master}
JTAG_MATVEC_MASTER /devices/10M50DA(.|ES)|10M50DC@1#USB-0/(link)/JTAG/(110:132 v1 #0)/phy_0/master
JTAG_MATVEC_RESULT seq=19 status=0x00000002 debug_status=0x00000002 compute_cycles=0x00000041 core_total_cycles=0x00000041 last_run_id=0x00000013 r0=-271 r1=239 r2=287 r3=797 write_ms=235 poll_ms=6 read_ms=22 elapsed_ms=263
",
