phase,context_length,decode_steps,op_type,provider,profile_count,call_count,total_us,mean_us
decode,512,1,Div,CPUExecutionProvider,3,156,893.0,5.7243589743589745
decode,512,1,Equal,CPUExecutionProvider,3,162,872.0,5.382716049382716
decode,512,1,Neg,CPUExecutionProvider,3,156,830.0,5.32051282051282
decode,512,1,Softmax,CPUExecutionProvider,3,78,560.0,7.17948717948718
decode,512,1,Tanh,CPUExecutionProvider,3,78,524.0,6.717948717948718
decode,512,1,IsNaN,CPUExecutionProvider,3,78,407.0,5.217948717948718
decode,512,1,And,CPUExecutionProvider,3,18,95.0,5.277777777777778
decode,512,1,Range,CPUExecutionProvider,3,9,37.0,4.111111111111111
decode,512,1,Cast,CPUExecutionProvider,3,6,29.0,4.833333333333333
decode,512,1,Sin,CPUExecutionProvider,3,6,28.0,4.666666666666667
decode,512,1,Cos,CPUExecutionProvider,3,6,26.0,4.333333333333333
decode,512,1,Greater,CPUExecutionProvider,3,3,16.0,5.333333333333333
decode,512,1,Sub,CPUExecutionProvider,3,3,14.0,4.666666666666667
decode,512,1,Flatten,CPUExecutionProvider,3,3,13.0,4.333333333333333
decode,512,1,LessOrEqual,CPUExecutionProvider,3,3,13.0,4.333333333333333
decode,512,2,MatMul,CPUExecutionProvider,3,1266,771164.0,609.1342812006319
decode,512,2,Expand,CPUExecutionProvider,3,336,35486.0,105.61309523809524
decode,512,2,Concat,CPUExecutionProvider,3,1590,16857.0,10.60188679245283
decode,512,2,Unsqueeze,CPUExecutionProvider,3,2754,16269.0,5.907407407407407
decode,512,2,SimplifiedLayerNormalization,CPUExecutionProvider,3,942,12697.0,13.478768577494693
decode,512,2,Gather,CPUExecutionProvider,3,2076,12157.0,5.855973025048169
decode,512,2,Mul,CPUExecutionProvider,3,2040,11873.0,5.8200980392156865
decode,512,2,FusedMatMul,CPUExecutionProvider,3,156,8796.0,56.38461538461539
decode,512,2,Reshape,CPUExecutionProvider,3,1272,6321.0,4.96933962264151
decode,512,2,Add,CPUExecutionProvider,3,1110,6304.0,5.679279279279279
decode,512,2,Slice,CPUExecutionProvider,3,780,5657.0,7.2525641025641026
decode,512,2,Where,CPUExecutionProvider,3,636,5022.0,7.89622641509434
decode,512,2,Transpose,CPUExecutionProvider,3,636,4383.0,6.8915094339622645
decode,512,2,Shape,CPUExecutionProvider,3,972,4276.0,4.399176954732511
decode,512,2,Cast,CPUExecutionProvider,3,12,3081.0,256.75
decode,512,2,Equal,CPUExecutionProvider,3,324,1847.0,5.700617283950617
decode,512,2,Div,CPUExecutionProvider,3,312,1806.0,5.788461538461538
decode,512,2,Neg,CPUExecutionProvider,3,312,1623.0,5.201923076923077
decode,512,2,Softmax,CPUExecutionProvider,3,156,1149.0,7.365384615384615
decode,512,2,Tanh,CPUExecutionProvider,3,156,1083.0,6.9423076923076925
decode,512,2,IsNaN,CPUExecutionProvider,3,156,820.0,5.256410256410256
decode,512,2,And,CPUExecutionProvider,3,36,208.0,5.777777777777778
decode,512,2,Range,CPUExecutionProvider,3,18,84.0,4.666666666666667
decode,512,2,Sin,CPUExecutionProvider,3,12,61.0,5.083333333333333
decode,512,2,Cos,CPUExecutionProvider,3,12,57.0,4.75
decode,512,2,Greater,CPUExecutionProvider,3,6,37.0,6.166666666666667
decode,512,2,Sub,CPUExecutionProvider,3,6,34.0,5.666666666666667
decode,512,2,LessOrEqual,CPUExecutionProvider,3,6,31.0,5.166666666666667
decode,512,2,Flatten,CPUExecutionProvider,3,6,28.0,4.666666666666667
decode,512,4,MatMul,CPUExecutionProvider,3,2532,1512674.0,597.4225908372828
decode,512,4,Expand,CPUExecutionProvider,3,672,50832.0,75.64285714285714
decode,512,4,Concat,CPUExecutionProvider,3,3180,32709.0,10.285849056603773
decode,512,4,Unsqueeze,CPUExecutionProvider,3,5508,27606.0,5.0119825708061
decode,512,4,Gather,CPUExecutionProvider,3,4152,27181.0,6.546483622350674
decode,512,4,Mul,CPUExecutionProvider,3,4080,26540.0,6.504901960784314
decode,512,4,FusedMatMul,CPUExecutionProvider,3,312,20068.0,64.32051282051282
decode,512,4,SimplifiedLayerNormalization,CPUExecutionProvider,3,1884,19175.0,10.177813163481954
decode,512,4,Add,CPUExecutionProvider,3,2220,12630.0,5.6891891891891895
decode,512,4,Reshape,CPUExecutionProvider,3,2544,12560.0,4.937106918238993
decode,512,4,Slice,CPUExecutionProvider,3,1560,10991.0,7.045512820512821
decode,512,4,Where,CPUExecutionProvider,3,1272,9914.0,7.794025157232705
decode,512,4,Shape,CPUExecutionProvider,3,1944,8562.0,4.404320987654321
decode,512,4,Transpose,CPUExecutionProvider,3,1272,6654.0,5.231132075471698
decode,512,4,Div,CPUExecutionProvider,3,624,3594.0,5.759615384615385
decode,512,4,Equal,CPUExecutionProvider,3,648,3547.0,5.473765432098766
decode,512,4,Neg,CPUExecutionProvider,3,624,3243.0,5.197115384615385
decode,512,4,Softmax,CPUExecutionProvider,3,312,2253.0,7.221153846153846
decode,512,4,Tanh,CPUExecutionProvider,3,312,2114.0,6.7756410256410255
decode,512,4,IsNaN,CPUExecutionProvider,3,312,1676.0,5.371794871794871
decode,512,4,And,CPUExecutionProvider,3,72,597.0,8.291666666666666
decode,512,4,Range,CPUExecutionProvider,3,36,166.0,4.611111111111111
decode,512,4,Cast,CPUExecutionProvider,3,24,145.0,6.041666666666667
decode,512,4,Sin,CPUExecutionProvider,3,24,123.0,5.125
decode,512,4,Cos,CPUExecutionProvider,3,24,119.0,4.958333333333333
decode,512,4,Greater,CPUExecutionProvider,3,12,72.0,6.0
decode,512,4,Sub,CPUExecutionProvider,3,12,68.0,5.666666666666667
decode,512,4,LessOrEqual,CPUExecutionProvider,3,12,58.0,4.833333333333333
decode,512,4,Flatten,CPUExecutionProvider,3,12,52.0,4.333333333333333
decode,512,8,MatMul,CPUExecutionProvider,3,5064,2959962.0,584.510663507109
decode,512,8,Expand,CPUExecutionProvider,3,1344,70177.0,52.21502976190476
decode,512,8,Concat,CPUExecutionProvider,3,6360,66936.0,10.524528301886793
decode,512,8,Unsqueeze,CPUExecutionProvider,3,11016,51750.0,4.697712418300654
decode,512,8,Mul,CPUExecutionProvider,3,8160,48028.0,5.88578431372549
decode,512,8,Gather,CPUExecutionProvider,3,8304,41424.0,4.988439306358382
decode,512,8,SimplifiedLayerNormalization,CPUExecutionProvider,3,3768,35323.0,9.374469214437367
decode,512,8,FusedMatMul,CPUExecutionProvider,3,624,34815.0,55.79326923076923
decode,512,8,Reshape,CPUExecutionProvider,3,5088,26143.0,5.1381682389937104
decode,512,8,Add,CPUExecutionProvider,3,4440,25710.0,5.79054054054054
decode,512,8,Shape,CPUExecutionProvider,3,3888,23929.0,6.154578189300412
decode,512,8,Slice,CPUExecutionProvider,3,3120,22449.0,7.195192307692308
decode,512,8,Where,CPUExecutionProvider,3,2544,20375.0,8.009040880503145
decode,512,8,Transpose,CPUExecutionProvider,3,2544,13536.0,5.320754716981132
decode,512,8,Equal,CPUExecutionProvider,3,1296,8521.0,6.574845679012346
decode,512,8,Div,CPUExecutionProvider,3,1248,7357.0,5.895032051282051
decode,512,8,Neg,CPUExecutionProvider,3,1248,6606.0,5.293269230769231
decode,512,8,Softmax,CPUExecutionProvider,3,624,4596.0,7.365384615384615
decode,512,8,Tanh,CPUExecutionProvider,3,624,4257.0,6.822115384615385
decode,512,8,IsNaN,CPUExecutionProvider,3,624,3427.0,5.49198717948718
decode,512,8,And,CPUExecutionProvider,3,144,858.0,5.958333333333333
decode,512,8,Range,CPUExecutionProvider,3,72,377.0,5.236111111111111
decode,512,8,Cast,CPUExecutionProvider,3,48,306.0,6.375
decode,512,8,Sin,CPUExecutionProvider,3,48,269.0,5.604166666666667
decode,512,8,Cos,CPUExecutionProvider,3,48,249.0,5.1875
decode,512,8,Greater,CPUExecutionProvider,3,24,155.0,6.458333333333333
decode,512,8,Sub,CPUExecutionProvider,3,24,150.0,6.25
decode,512,8,LessOrEqual,CPUExecutionProvider,3,24,131.0,5.458333333333333
decode,512,8,Flatten,CPUExecutionProvider,3,24,115.0,4.791666666666667
prefill,1024,0,MatMul,CPUExecutionProvider,3,633,3865142.0,6106.069510268562
prefill,1024,0,Mul,CPUExecutionProvider,3,1020,1527319.0,1497.3715686274509
prefill,1024,0,Add,CPUExecutionProvider,3,555,510774.0,920.3135135135135
prefill,1024,0,Where,CPUExecutionProvider,3,318,415062.0,1305.2264150943397
prefill,1024,0,Tanh,CPUExecutionProvider,3,78,165389.0,2120.371794871795
prefill,1024,0,FusedMatMul,CPUExecutionProvider,3,78,105353.0,1350.679487179487
prefill,1024,0,SimplifiedLayerNormalization,CPUExecutionProvider,3,471,103537.0,219.82377919320595
prefill,1024,0,Softmax,CPUExecutionProvider,3,78,83966.0,1076.4871794871794
prefill,1024,0,IsNaN,CPUExecutionProvider,3,78,48012.0,615.5384615384615
prefill,1024,0,Slice,CPUExecutionProvider,3,390,27767.0,71.1974358974359
prefill,1024,0,Transpose,CPUExecutionProvider,3,318,26368.0,82.91823899371069
prefill,1024,0,Expand,CPUExecutionProvider,3,168,23629.0,140.64880952380952
prefill,1024,0,Concat,CPUExecutionProvider,3,795,20192.0,25.39874213836478
prefill,1024,0,Gather,CPUExecutionProvider,3,1038,11023.0,10.619460500963392
prefill,1024,0,Unsqueeze,CPUExecutionProvider,3,1377,8065.0,5.856935366739289
prefill,1024,0,Reshape,CPUExecutionProvider,3,636,4500.0,7.0754716981132075
prefill,1024,0,Neg,CPUExecutionProvider,3,156,3232.0,20.71794871794872
prefill,1024,0,Shape,CPUExecutionProvider,3,486,3218.0,6.621399176954733
prefill,1024,0,Sin,CPUExecutionProvider,3,6,2388.0,398.0
prefill,1024,0,Cos,CPUExecutionProvider,3,6,2347.0,391.1666666666667
prefill,1024,0,Div,CPUExecutionProvider,3,156,1245.0,7.980769230769231
prefill,1024,0,Equal,CPUExecutionProvider,3,162,1162.0,7.172839506172839
prefill,1024,0,And,CPUExecutionProvider,3,18,407.0,22.61111111111111
prefill,1024,0,Greater,CPUExecutionProvider,3,3,138.0,46.0
prefill,1024,0,LessOrEqual,CPUExecutionProvider,3,3,130.0,43.333333333333336
prefill,1024,0,Sub,CPUExecutionProvider,3,3,62.0,20.666666666666668
prefill,1024,0,Range,CPUExecutionProvider,3,9,57.0,6.333333333333333
prefill,1024,0,Cast,CPUExecutionProvider,3,6,45.0,7.5
prefill,1024,0,Flatten,CPUExecutionProvider,3,3,16.0,5.333333333333333
decode,1024,1,MatMul,CPUExecutionProvider,3,633,423996.0,669.8199052132701
decode,1024,1,Expand,CPUExecutionProvider,3,168,29997.0,178.55357142857142
decode,1024,1,Concat,CPUExecutionProvider,3,795,11701.0,14.718238993710692
decode,1024,1,FusedMatMul,CPUExecutionProvider,3,78,7561.0,96.93589743589743
decode,1024,1,Unsqueeze,CPUExecutionProvider,3,1377,6151.0,4.466957153231663
decode,1024,1,Mul,CPUExecutionProvider,3,1020,6040.0,5.921568627450981
decode,1024,1,SimplifiedLayerNormalization,CPUExecutionProvider,3,471,5941.0,12.613588110403397
decode,1024,1,Gather,CPUExecutionProvider,3,1038,5019.0,4.835260115606936
decode,1024,1,Add,CPUExecutionProvider,3,555,3196.0,5.758558558558558
decode,1024,1,Reshape,CPUExecutionProvider,3,636,3171.0,4.985849056603773
decode,1024,1,Slice,CPUExecutionProvider,3,390,2767.0,7.0948717948717945
